"","task","description","start","finish","duration","duration_hrs","note","category","date"
"2198","phi",NA,2019-01-19 06:59:00,2019-01-19 07:20:00,00:20:09,0.3358698,NA,"phi",2019-01-19
"2199","review",NA,2019-01-19 07:34:00,2019-01-19 07:35:00,00:01:03,0.0175273,NA,"psi",2019-01-19
"2200","psi",NA,2019-01-19 09:30:00,2019-01-19 09:50:00,00:20:04,0.3345143,NA,"psi",2019-01-19
"2201","review",NA,2019-01-19 09:50:00,2019-01-19 09:52:00,00:01:55,0.0322165,NA,"psi",2019-01-19
"2202","theta",NA,2019-01-20 09:22:00,2019-01-20 09:28:00,00:06:51,0.1143304,NA,"theta",2019-01-20
"2203","theta",NA,2019-01-20 10:07:00,2019-01-20 10:18:00,00:11:24,0.19011,NA,"theta",2019-01-20
"2204","theta",NA,2019-01-20 10:21:00,2019-01-20 10:38:00,00:17:09,0.2859066,NA,"theta",2019-01-20
"2205","review",NA,2019-01-22 13:26:00,2019-01-22 13:26:00,00:00:01,0.000482,NA,"psi",2019-01-22
"2206","review",NA,2019-01-22 13:35:00,2019-01-22 13:41:00,00:06:34,0.1097121,NA,"psi",2019-01-22
"2207","phi",NA,2019-01-22 13:41:00,2019-01-22 13:46:00,00:04:19,0.0719905,NA,"phi",2019-01-22
"2208","psi",NA,2019-01-22 13:46:00,2019-01-22 13:48:00,00:01:44,0.0289475,NA,"psi",2019-01-22
"2209","review",NA,2019-01-22 13:48:00,2019-01-22 13:48:00,00:00:18,0.0050922,NA,"psi",2019-01-22
"2210","phi",NA,2019-01-22 13:48:00,2019-01-22 14:14:00,00:26:16,0.4379279,NA,"phi",2019-01-22
"2211","psi",NA,2019-01-22 14:22:00,2019-01-22 14:38:00,00:16:33,0.2759824,NA,"psi",2019-01-22
"2212","phi",NA,2019-01-22 14:41:00,2019-01-22 14:50:00,00:09:40,0.1613632,NA,"phi",2019-01-22
"2213","review",NA,2019-01-23 06:08:00,2019-01-23 06:08:00,00:00:00,0.0001863,NA,"psi",2019-01-23
"2214","theta",NA,2019-01-23 06:08:00,2019-01-23 06:08:00,00:00:00,0.000125,NA,"theta",2019-01-23
"2215","phi",NA,2019-01-23 06:08:00,2019-01-23 06:30:00,00:21:59,0.3665639,NA,"phi",2019-01-23
"2216","review",NA,2019-01-23 07:05:00,2019-01-23 07:08:00,00:02:56,0.0491091,NA,"psi",2019-01-23
"2217","psi",NA,2019-01-23 07:08:00,2019-01-23 07:12:00,00:04:50,0.0807247,NA,"psi",2019-01-23
"2218","review",NA,2019-01-23 07:53:00,2019-01-23 07:54:00,00:01:35,0.0265821,NA,"psi",2019-01-23
"2219","psi",NA,2019-01-23 07:54:00,2019-01-23 07:57:00,00:02:34,0.0429367,NA,"psi",2019-01-23
"2220","review",NA,2019-01-23 07:57:00,2019-01-23 07:57:00,00:00:08,0.00229,NA,"psi",2019-01-23
"2221","psi",NA,2019-01-23 07:57:00,2019-01-23 07:57:00,00:00:03,0.0010721,NA,"psi",2019-01-23
"2222","review",NA,2019-01-23 07:57:00,2019-01-23 07:57:00,00:00:06,0.0017312,NA,"psi",2019-01-23
"2223","psi",NA,2019-01-23 07:57:00,2019-01-23 08:08:00,00:10:54,0.1817688,NA,"psi",2019-01-23
"2224","review",NA,2019-01-23 08:08:00,2019-01-23 08:10:00,00:01:38,0.0274692,NA,"psi",2019-01-23
"2225","review",NA,2019-01-23 16:20:00,2019-01-23 16:20:00,00:00:04,0.0011989,NA,"psi",2019-01-23
"2226","phi",NA,2019-01-23 16:20:00,2019-01-23 16:24:00,00:04:29,0.0748535,NA,"phi",2019-01-23
"2227","psi",NA,2019-01-23 16:24:00,2019-01-23 16:41:00,00:17:14,0.2873309,NA,"psi",2019-01-23
"2228","review",NA,2019-01-24 06:46:00,2019-01-24 06:53:00,00:06:09,0.102704,NA,"psi",2019-01-24
"2229","theta",NA,2019-01-24 06:53:00,2019-01-24 06:53:00,00:00:00,0.0001843,NA,"theta",2019-01-24
"2230","psi",NA,2019-01-24 06:53:00,2019-01-24 06:56:00,00:03:06,0.051887,NA,"psi",2019-01-24
"2231","review",NA,2019-01-24 06:56:00,2019-01-24 06:56:00,00:00:07,0.0021663,NA,"psi",2019-01-24
"2232","psi",NA,2019-01-24 06:56:00,2019-01-24 07:30:00,00:33:55,0.5654533,NA,"psi",2019-01-24
"2233","review",NA,2019-01-24 07:30:00,2019-01-24 07:32:00,00:02:11,0.0365883,NA,"psi",2019-01-24
"2234","phi",NA,2019-01-24 08:24:00,2019-01-24 08:24:00,00:00:03,0.0008537,NA,"phi",2019-01-24
"2235","phi",NA,2019-01-24 08:24:00,2019-01-24 08:25:00,00:00:45,0.0125895,NA,"phi",2019-01-24
"2236","phi",NA,2019-01-24 08:28:00,2019-01-24 08:41:00,00:12:37,0.2104853,NA,"phi",2019-01-24
"2237","psi",NA,2019-01-24 12:10:00,2019-01-24 12:24:00,00:13:58,0.2328687,NA,"psi",2019-01-24
"2238","review",NA,2019-01-24 12:24:00,2019-01-24 12:26:00,00:02:02,0.0340915,NA,"psi",2019-01-24
"2239","phi",NA,2019-01-24 12:26:00,2019-01-24 12:29:00,00:03:15,0.0542063,NA,"phi",2019-01-24
"2240","psi",NA,2019-01-24 12:29:00,2019-01-24 12:30:00,00:00:26,0.0074587,NA,"psi",2019-01-24
"2241","theta",NA,2019-01-24 12:30:00,2019-01-24 12:49:00,00:19:01,0.3170751,NA,"theta",2019-01-24
"2242","review",NA,2019-01-24 12:49:00,2019-01-24 12:49:00,00:00:23,0.0064454,NA,"psi",2019-01-24
"2243","psi",NA,2019-01-24 12:49:00,2019-01-24 12:56:00,00:06:42,0.1118359,NA,"psi",2019-01-24
"2244","review",NA,2019-01-24 12:56:00,2019-01-24 12:56:00,00:00:21,0.0059435,NA,"psi",2019-01-24
"2245","phi",NA,2019-01-24 12:56:00,2019-01-24 13:13:00,00:16:24,0.2734346,NA,"phi",2019-01-24
"2246","review",NA,2019-01-24 13:13:00,2019-01-24 13:13:00,00:00:00,0.0002595,NA,"psi",2019-01-24
"2247","review",NA,2019-01-24 13:13:00,2019-01-24 13:13:00,00:00:17,0.0048926,NA,"psi",2019-01-24
"2248","theta",NA,2019-01-24 13:13:00,2019-01-24 13:16:00,00:03:28,0.0580219,NA,"theta",2019-01-24
"2249","phi",NA,2019-01-24 14:33:00,2019-01-24 14:35:00,00:02:53,0.0482844,NA,"phi",2019-01-24
"2250","review",NA,2019-01-24 14:35:00,2019-01-24 14:39:00,00:03:13,0.0538704,NA,"psi",2019-01-24
"2251","phi",NA,2019-01-24 14:39:00,2019-01-24 14:58:00,00:19:18,0.3219276,NA,"phi",2019-01-24
"2252","review",NA,2019-01-24 14:58:00,2019-01-24 15:04:00,00:05:34,0.092921,NA,"psi",2019-01-24
"2253","theta",NA,2019-01-24 16:10:00,2019-01-24 16:34:00,00:23:55,0.3986953,NA,"theta",2019-01-24
"2254","psi",NA,2019-01-24 16:34:00,2019-01-24 16:34:00,00:00:14,0.0040943,NA,"psi",2019-01-24
"2255","review",NA,2019-01-24 16:34:00,2019-01-24 16:39:00,00:04:45,0.0792311,NA,"psi",2019-01-24
"2256","theta",NA,2019-01-24 16:39:00,2019-01-24 16:55:00,00:16:08,0.2689562,NA,"theta",2019-01-24
"2257","psi",NA,2019-01-24 16:55:00,2019-01-24 16:55:00,00:00:00,0.0001878,NA,"psi",2019-01-24
"2258","theta",NA,2019-01-24 17:29:00,2019-01-24 17:38:00,00:08:43,0.1455179,NA,"theta",2019-01-24
"2259","theta",NA,2019-01-24 17:38:00,2019-01-24 18:05:00,00:26:46,0.4461655,NA,"theta",2019-01-24
"2260","review",NA,2019-01-25 08:54:00,2019-01-25 09:05:00,00:11:16,0.1879231,NA,"psi",2019-01-25
"2261","review",NA,2019-01-25 09:31:00,2019-01-25 09:32:00,00:00:54,0.0152653,NA,"psi",2019-01-25
"2262","psi",NA,2019-01-25 09:32:00,2019-01-25 09:45:00,00:12:45,0.2125775,NA,"psi",2019-01-25
"2263","theta",NA,2019-01-25 09:50:00,2019-01-25 09:55:00,00:04:17,0.0715168,NA,"theta",2019-01-25
"2264","psi",NA,2019-01-25 09:55:00,2019-01-25 10:00:00,00:05:41,0.0947722,NA,"psi",2019-01-25
"2265","review",NA,2019-01-25 10:00:00,2019-01-25 10:01:00,00:00:46,0.0129123,NA,"psi",2019-01-25
"2266","review",NA,2019-01-25 10:27:00,2019-01-25 10:29:00,00:01:57,0.0325407,NA,"psi",2019-01-25
"2267","psi",NA,2019-01-25 10:29:00,2019-01-25 10:32:00,00:03:22,0.0563512,NA,"psi",2019-01-25
"2268","psi",NA,2019-01-25 10:35:00,2019-01-25 11:02:00,00:26:13,0.4370579,NA,"psi",2019-01-25
"2269","review",NA,2019-01-25 11:02:00,2019-01-25 11:09:00,00:07:37,0.1271957,NA,"psi",2019-01-25
"2270","phi",NA,2019-01-25 11:09:00,2019-01-25 11:11:00,00:01:35,0.0264606,NA,"phi",2019-01-25
"2271","psi",NA,2019-01-25 11:11:00,2019-01-25 11:13:00,00:01:48,0.0300325,NA,"psi",2019-01-25
"2272","review",NA,2019-01-25 11:13:00,2019-01-25 11:15:00,00:02:47,0.0466094,NA,"psi",2019-01-25
"2273","phi",NA,2019-01-25 11:15:00,2019-01-25 11:19:00,00:04:01,0.0672146,NA,"phi",2019-01-25
"2274","psi",NA,2019-01-25 11:19:00,2019-01-25 11:36:00,00:16:17,0.2715111,NA,"psi",2019-01-25
"2275","review",NA,2019-01-25 15:54:00,2019-01-25 15:55:00,00:00:58,0.0162082,NA,"psi",2019-01-25
"2276","phi",NA,2019-01-25 15:55:00,2019-01-25 16:00:00,00:04:35,0.0765149,NA,"phi",2019-01-25
"2277","theta",NA,2019-01-25 16:00:00,2019-01-25 16:19:00,00:19:17,0.3215043,NA,"theta",2019-01-25
"2278","theta",NA,2019-01-25 17:05:00,2019-01-25 18:18:00,01:13:20,1.2223246,NA,"theta",2019-01-25
"2279","theta",NA,2019-01-25 18:20:00,2019-01-25 19:03:00,00:43:09,0.7193112,NA,"theta",2019-01-25
"2280","phi",NA,2019-01-25 19:10:00,2019-01-25 19:10:00,00:00:47,0.013198,NA,"phi",2019-01-25
"2281","psi",NA,2019-01-25 19:10:00,2019-01-25 19:14:00,00:03:18,0.0550669,NA,"psi",2019-01-25
"2282","theta",NA,2019-01-25 19:18:00,2019-01-25 19:22:00,00:03:25,0.0569888,NA,"theta",2019-01-25
"2283","review",NA,2019-01-25 19:22:00,2019-01-25 19:25:00,00:02:46,0.0462692,NA,"psi",2019-01-25
"2284","psi",NA,2019-01-25 19:25:00,2019-01-25 19:27:00,00:02:10,0.0362371,NA,"psi",2019-01-25
"2285","phi",NA,2019-01-25 19:27:00,2019-01-25 19:56:00,00:29:11,0.486492,NA,"phi",2019-01-25
"2286","review",NA,2019-01-25 20:10:00,2019-01-25 20:11:00,00:01:21,0.0227023,NA,"psi",2019-01-25
"2287","psi",NA,2019-01-25 20:11:00,2019-01-25 20:23:00,00:11:35,0.1931915,NA,"psi",2019-01-25
"2288","review",NA,2019-01-26 10:22:00,2019-01-26 10:26:00,00:03:34,0.05946,NA,"psi",2019-01-26
"2289","psi",NA,2019-01-26 10:26:00,2019-01-26 10:50:00,00:24:38,0.4108044,NA,"psi",2019-01-26
"2290","review",NA,2019-01-26 11:06:00,2019-01-26 11:18:00,00:12:35,0.2097306,NA,"psi",2019-01-26
"2291","psi",NA,2019-01-26 12:50:00,2019-01-26 13:09:00,00:18:50,0.3139723,NA,"psi",2019-01-26
"2292","review",NA,2019-01-26 13:09:00,2019-01-26 13:10:00,00:01:00,0.0167365,NA,"psi",2019-01-26
"2293","psi",NA,2019-01-26 13:10:00,2019-01-26 13:20:00,00:09:45,0.1625397,NA,"psi",2019-01-26
"2294","phi",NA,2019-01-26 13:51:00,2019-01-26 13:55:00,00:03:24,0.0568549,NA,"phi",2019-01-26
"2295","theta",NA,2019-01-26 13:55:00,2019-01-26 13:55:00,00:00:27,0.007721,NA,"theta",2019-01-26
"2296","psi",NA,2019-01-26 13:55:00,2019-01-26 13:56:00,00:01:15,0.0208677,NA,"psi",2019-01-26
"2297","theta",NA,2019-01-26 13:56:00,2019-01-26 14:15:00,00:18:20,0.3055573,NA,"theta",2019-01-26
"2298","psi",NA,2019-01-26 14:15:00,2019-01-26 14:19:00,00:04:37,0.0771014,NA,"psi",2019-01-26
"2299","review",NA,2019-01-26 14:19:00,2019-01-26 14:20:00,00:00:42,0.011922,NA,"psi",2019-01-26
"2300","phi",NA,2019-01-26 14:20:00,2019-01-26 14:22:00,00:01:54,0.0317057,NA,"phi",2019-01-26
"2301","theta",NA,2019-01-26 14:22:00,2019-01-26 14:40:00,00:17:55,0.2986282,NA,"theta",2019-01-26
"2302","review",NA,2019-01-26 14:40:00,2019-01-26 14:40:00,00:00:16,0.0046271,NA,"psi",2019-01-26
"2303","phi",NA,2019-01-26 14:40:00,2019-01-26 14:43:00,00:02:30,0.0417604,NA,"phi",2019-01-26
"2304","review",NA,2019-01-26 14:43:00,2019-01-26 14:43:00,00:00:41,0.0114351,NA,"psi",2019-01-26
"2305","theta",NA,2019-01-26 14:43:00,2019-01-26 14:45:00,00:01:30,0.0250667,NA,"theta",2019-01-26
"2306","theta",NA,2019-01-26 14:45:00,2019-01-26 14:45:00,00:00:04,0.0011796,NA,"theta",2019-01-26
"2307","theta",NA,2019-01-26 14:46:00,2019-01-26 15:03:00,00:17:31,0.2919996,NA,"theta",2019-01-26
"2308","phi",NA,2019-01-26 15:05:00,2019-01-26 15:05:00,00:00:02,0.0007498,NA,"phi",2019-01-26
"2309","review",NA,2019-01-26 15:18:00,2019-01-26 15:21:00,00:02:58,0.0496504,NA,"psi",2019-01-26
"2310","theta",NA,2019-01-26 15:21:00,2019-01-26 15:23:00,00:02:43,0.0454345,NA,"theta",2019-01-26
"2311","psi",NA,2019-01-26 15:23:00,2019-01-26 15:41:00,00:17:50,0.2973251,NA,"psi",2019-01-26
"2312","theta",NA,2019-01-26 16:01:00,2019-01-26 16:13:00,00:11:55,0.1988693,NA,"theta",2019-01-26
"2313","review",NA,2019-01-26 16:13:00,2019-01-26 16:17:00,00:03:42,0.0616811,NA,"psi",2019-01-26
"2314","theta",NA,2019-01-26 18:31:00,2019-01-26 18:36:00,00:04:58,0.0827886,NA,"theta",2019-01-26
"2315","phi",NA,2019-01-26 18:36:00,2019-01-26 18:36:00,00:00:00,0.0001535,NA,"phi",2019-01-26
"2316","psi",NA,2019-01-26 18:36:00,2019-01-26 19:00:00,00:24:23,0.4064857,NA,"psi",2019-01-26
"2317","review",NA,2019-01-26 19:01:00,2019-01-26 19:01:00,00:00:48,0.0134423,NA,"psi",2019-01-26
"2318","review",NA,2019-01-26 19:01:00,2019-01-26 19:02:00,00:00:42,0.0117885,NA,"psi",2019-01-26
"2319","review",NA,2019-01-26 19:27:00,2019-01-26 19:28:00,00:01:41,0.0281283,NA,"psi",2019-01-26
"2320","phi",NA,2019-01-26 19:28:00,2019-01-26 19:49:00,00:20:22,0.3396716,NA,"phi",2019-01-26
"2321","phi",NA,2019-01-26 19:49:00,2019-01-26 19:56:00,00:07:04,0.1179213,NA,"phi",2019-01-26
"2322","review",NA,2019-01-26 19:58:00,2019-01-26 19:58:00,00:00:21,0.0059136,NA,"psi",2019-01-26
"2323","phi",NA,2019-01-26 19:58:00,2019-01-26 20:28:00,00:29:44,0.4957575,NA,"phi",2019-01-26
"2324","review",NA,2019-01-26 20:28:00,2019-01-26 20:31:00,00:02:37,0.0438435,NA,"psi",2019-01-26
"2325","phi",NA,2019-01-27 08:30:00,2019-01-27 08:35:00,00:04:26,0.0741595,NA,"phi",2019-01-27
"2326","psi",NA,2019-01-27 08:35:00,2019-01-27 08:55:00,00:20:08,0.3355598,NA,"psi",2019-01-27
"2327","review",NA,2019-01-27 08:55:00,2019-01-27 08:55:00,00:00:43,0.0119622,NA,"psi",2019-01-27
"2328","phi",NA,2019-01-27 13:01:00,2019-01-27 13:01:00,00:00:14,0.0040208,NA,"phi",2019-01-27
"2329","review",NA,2019-01-27 13:01:00,2019-01-27 13:03:00,00:02:17,0.0381679,NA,"psi",2019-01-27
"2330","phi",NA,2019-01-27 13:03:00,2019-01-27 13:15:00,00:11:59,0.1997259,NA,"phi",2019-01-27
"2331","psi",NA,2019-01-27 13:15:00,2019-01-27 13:19:00,00:03:27,0.0576311,NA,"psi",2019-01-27
"2332","phi",NA,2019-01-27 13:19:00,2019-01-27 13:20:00,00:00:56,0.0156744,NA,"phi",2019-01-27
"2333","review",NA,2019-01-27 13:20:00,2019-01-27 13:20:00,00:00:52,0.0146646,NA,"psi",2019-01-27
"2334","phi",NA,2019-01-27 13:20:00,2019-01-27 13:50:00,00:29:33,0.4927303,NA,"phi",2019-01-27
"2335","review",NA,2019-01-27 13:50:00,2019-01-27 13:59:00,00:09:20,0.1556491,NA,"psi",2019-01-27
"2336","phi",NA,2019-01-27 14:10:00,2019-01-27 14:12:00,00:02:19,0.0386652,NA,"phi",2019-01-27
"2337","phi",NA,2019-01-27 14:24:00,2019-01-27 14:40:00,00:16:13,0.2703411,NA,"phi",2019-01-27
"2338","review",NA,2019-01-27 14:40:00,2019-01-27 14:41:00,00:00:17,0.0049755,NA,"psi",2019-01-27
"2339","psi",NA,2019-01-27 14:41:00,2019-01-27 14:44:00,00:03:45,0.0625785,NA,"psi",2019-01-27
"2340","review",NA,2019-01-27 14:48:00,2019-01-27 14:50:00,00:01:16,0.0212727,NA,"psi",2019-01-27
"2341","psi",NA,2019-01-27 14:50:00,2019-01-27 15:08:00,00:17:52,0.2980214,NA,"psi",2019-01-27
"2342","review",NA,2019-01-27 15:08:00,2019-01-27 15:08:00,00:00:08,0.0023414,NA,"psi",2019-01-27
"2343","phi",NA,2019-01-27 15:08:00,2019-01-27 15:10:00,00:02:22,0.0396766,NA,"phi",2019-01-27
"2344","phi",NA,2019-01-27 15:10:00,2019-01-27 15:31:00,00:20:49,0.3469481,NA,"phi",2019-01-27
"2345","review",NA,2019-01-27 18:41:00,2019-01-27 18:43:00,00:01:14,0.020659,NA,"psi",2019-01-27
"2346","psi",NA,2019-01-27 18:43:00,2019-01-27 18:53:00,00:10:19,0.1720258,NA,"psi",2019-01-27
"2347","phi",NA,2019-01-27 18:53:00,2019-01-27 19:19:00,00:25:45,0.4291936,NA,"phi",2019-01-27
"2348","review",NA,2019-01-27 19:19:00,2019-01-27 19:21:00,00:02:01,0.0338616,NA,"psi",2019-01-27
"2349","theta",NA,2019-01-27 19:29:00,2019-01-27 19:38:00,00:09:29,0.1582757,NA,"theta",2019-01-27
"2350","review",NA,2019-01-27 19:41:00,2019-01-27 19:41:00,00:00:13,0.0037927,NA,"psi",2019-01-27
"2351","phi",NA,2019-01-27 19:41:00,2019-01-27 19:41:00,00:00:09,0.0027316,NA,"phi",2019-01-27
"2352","phi",NA,2019-01-27 19:42:00,2019-01-27 20:02:00,00:20:08,0.3356472,NA,"phi",2019-01-27
"2353","theta",NA,2019-01-27 20:02:00,2019-01-27 20:27:00,00:24:51,0.4142715,NA,"theta",2019-01-27
"2354","phi",NA,2019-01-27 20:27:00,2019-01-27 20:53:00,00:26:01,0.433682,NA,"phi",2019-01-27
"2355","review",NA,2019-01-27 20:53:00,2019-01-27 20:54:00,00:00:34,0.0096577,NA,"psi",2019-01-27
"2356","review",NA,2019-01-28 06:49:00,2019-01-28 06:57:00,00:07:53,0.1315204,NA,"psi",2019-01-28
"2357","psi",NA,2019-01-28 07:21:00,2019-01-28 07:29:00,00:08:29,0.1415714,NA,"psi",2019-01-28
"2358","review",NA,2019-01-28 07:29:00,2019-01-28 07:30:00,00:00:25,0.0069491,NA,"psi",2019-01-28
"2359","psi",NA,2019-01-28 07:30:00,2019-01-28 07:35:00,00:05:27,0.0909603,NA,"psi",2019-01-28
"2360","review",NA,2019-01-28 07:40:00,2019-01-28 07:41:00,00:00:33,0.0093215,NA,"psi",2019-01-28
"2361","phi",NA,2019-01-28 07:41:00,2019-01-28 07:43:00,00:02:27,0.0411036,NA,"phi",2019-01-28
"2362","psi",NA,2019-01-28 07:43:00,2019-01-28 07:44:00,00:00:20,0.0055771,NA,"psi",2019-01-28
"2363","psi",NA,2019-01-28 07:50:00,2019-01-28 07:50:00,00:00:45,0.0125361,NA,"psi",2019-01-28
"2364","phi",NA,2019-01-28 07:50:00,2019-01-28 07:58:00,00:07:15,0.1208855,NA,"phi",2019-01-28
"2365","psi",NA,2019-01-28 07:58:00,2019-01-28 08:01:00,00:03:13,0.0538654,NA,"psi",2019-01-28
"2366","theta",NA,2019-01-28 08:01:00,2019-01-28 08:05:00,00:04:13,0.0705092,NA,"theta",2019-01-28
"2367","psi",NA,2019-01-28 08:05:00,2019-01-28 08:10:00,00:05:13,0.0870348,NA,"psi",2019-01-28
"2368","phi",NA,2019-01-28 08:10:00,2019-01-28 08:10:00,00:00:01,0.0003014,NA,"phi",2019-01-28
"2369","review",NA,2019-01-28 08:10:00,2019-01-28 08:12:00,00:01:32,0.0257343,NA,"psi",2019-01-28
"2370","phi",NA,2019-01-28 08:16:00,2019-01-28 08:40:00,00:24:13,0.40362,NA,"phi",2019-01-28
"2371","phi",NA,2019-01-28 08:40:00,2019-01-28 08:40:00,00:00:00,0.0001918,NA,"phi",2019-01-28
"2372","review",NA,2019-01-28 08:40:00,2019-01-28 08:45:00,00:04:37,0.0770796,NA,"psi",2019-01-28
"2373","psi",NA,2019-01-28 09:00:00,2019-01-28 09:11:00,00:10:08,0.1690691,NA,"psi",2019-01-28
"2374","phi",NA,2019-01-28 09:11:00,2019-01-28 09:18:00,00:07:54,0.1317158,NA,"phi",2019-01-28
"2375","theta",NA,2019-01-28 09:18:00,2019-01-28 09:22:00,00:03:02,0.0507855,NA,"theta",2019-01-28
"2376","review",NA,2019-01-28 09:22:00,2019-01-28 09:23:00,00:01:13,0.020354,NA,"psi",2019-01-28
"2377","phi",NA,2019-01-28 09:23:00,2019-01-28 09:41:00,00:18:08,0.3023826,NA,"phi",2019-01-28
"2378","theta",NA,2019-01-28 09:41:00,2019-01-28 10:01:00,00:20:10,0.3363375,NA,"theta",2019-01-28
"2379","review",NA,2019-01-28 10:01:00,2019-01-28 10:02:00,00:00:22,0.0062345,NA,"psi",2019-01-28
"2380","theta",NA,2019-01-28 12:50:00,2019-01-28 13:59:00,01:09:06,1.1518958,NA,"theta",2019-01-28
"2381","theta",NA,2019-01-28 14:04:00,2019-01-28 14:13:00,00:09:35,0.1597884,NA,"theta",2019-01-28
"2382","theta",NA,2019-01-28 14:30:00,2019-01-28 15:10:00,00:39:28,0.6579882,NA,"theta",2019-01-28
"2383","review",NA,2019-01-28 15:10:00,2019-01-28 15:16:00,00:06:26,0.1072528,NA,"psi",2019-01-28
"2384","phi",NA,2019-01-28 16:10:00,2019-01-28 16:35:00,00:24:13,0.403776,NA,"phi",2019-01-28
"2385","theta",NA,2019-01-28 16:35:00,2019-01-28 16:41:00,00:06:19,0.1054775,NA,"theta",2019-01-28
"2386","psi",NA,2019-01-28 16:41:00,2019-01-28 16:52:00,00:10:58,0.1829992,NA,"psi",2019-01-28
"2387","review",NA,2019-01-28 16:52:00,2019-01-28 16:53:00,00:00:59,0.0165603,NA,"psi",2019-01-28
"2388","review",NA,2019-01-28 17:32:00,2019-01-28 17:36:00,00:04:35,0.0765213,NA,"psi",2019-01-28
"2389","phi",NA,2019-01-28 17:36:00,2019-01-28 18:30:00,00:53:48,0.8968734,NA,"phi",2019-01-28
"2390","phi",NA,2019-01-28 19:34:00,2019-01-28 20:31:00,00:57:57,0.9659448,NA,"phi",2019-01-28
"2391","phi",NA,2019-01-28 20:40:00,2019-01-28 21:24:00,00:44:02,0.7340504,NA,"phi",2019-01-28
"2392","phi",NA,2019-01-28 22:47:00,2019-01-28 22:52:00,00:04:53,0.0814501,NA,"phi",2019-01-28
"2393","review",NA,2019-01-29 06:02:00,2019-01-29 06:12:00,00:09:41,0.1616293,NA,"psi",2019-01-29
"2394","psi",NA,2019-01-29 06:12:00,2019-01-29 06:14:00,00:01:56,0.0324878,NA,"psi",2019-01-29
"2395","review",NA,2019-01-29 06:14:00,2019-01-29 06:15:00,00:00:46,0.0128637,NA,"psi",2019-01-29
"2396","psi",NA,2019-01-29 06:15:00,2019-01-29 06:19:00,00:03:54,0.065147,NA,"psi",2019-01-29
"2397","psi",NA,2019-01-29 06:20:00,2019-01-29 06:22:00,00:01:19,0.0219676,NA,"psi",2019-01-29
"2398","psi",NA,2019-01-29 06:22:00,2019-01-29 06:31:00,00:09:31,0.1587991,NA,"psi",2019-01-29
"2399","phi",NA,2019-01-29 07:23:00,2019-01-29 07:35:00,00:11:34,0.1929314,NA,"phi",2019-01-29
"2400","theta",NA,2019-01-29 07:35:00,2019-01-29 07:35:00,00:00:00,0.0002449,NA,"theta",2019-01-29
"2401","psi",NA,2019-01-29 07:35:00,2019-01-29 07:38:00,00:03:06,0.0517024,NA,"psi",2019-01-29
"2402","review",NA,2019-01-29 07:48:00,2019-01-29 07:49:00,00:00:18,0.0050422,NA,"psi",2019-01-29
"2403","phi",NA,2019-01-29 07:49:00,2019-01-29 08:10:00,00:21:04,0.3511764,NA,"phi",2019-01-29
"2404","phi",NA,2019-01-29 11:57:00,2019-01-29 12:03:00,00:05:58,0.0995629,NA,"phi",2019-01-29
"2405","phi",NA,2019-01-29 12:03:00,2019-01-29 12:09:00,00:06:03,0.1008851,NA,"phi",2019-01-29
"2406","phi",NA,2019-01-29 12:23:00,2019-01-29 12:40:00,00:17:16,0.2879836,NA,"phi",2019-01-29
"2407","phi",NA,2019-01-30 08:28:00,2019-01-30 08:37:00,00:08:58,0.1497032,NA,"phi",2019-01-30
"2408","phi",NA,2019-01-30 09:29:00,2019-01-30 10:04:00,00:34:35,0.5765677,NA,"phi",2019-01-30
"2409","phi",NA,2019-01-30 10:04:00,2019-01-30 10:16:00,00:12:09,0.2027661,NA,"phi",2019-01-30
"2410","phi",NA,2019-01-30 10:48:00,2019-01-30 10:50:00,00:02:15,0.0377114,NA,"phi",2019-01-30
"2411","review",NA,2019-01-30 10:50:00,2019-01-30 11:02:00,00:11:22,0.1896889,NA,"psi",2019-01-30
"2412","psi",NA,2019-01-30 11:02:00,2019-01-30 11:11:00,00:09:15,0.1542697,NA,"psi",2019-01-30
"2413","phi",NA,2019-01-30 11:11:00,2019-01-30 11:11:00,00:00:07,0.0020137,NA,"phi",2019-01-30
"2414","phi",NA,2019-01-30 11:11:00,2019-01-30 11:40:00,00:29:29,0.4914586,NA,"phi",2019-01-30
"2415","psi",NA,2019-01-30 15:10:00,2019-01-30 15:16:00,00:05:55,0.098882,NA,"psi",2019-01-30
"2416","review",NA,2019-01-30 15:16:00,2019-01-30 15:23:00,00:06:44,0.1124838,NA,"psi",2019-01-30
"2417","theta",NA,2019-01-30 15:32:00,2019-01-30 16:39:00,01:06:27,1.1076363,NA,"theta",2019-01-30
"2418","phi",NA,2019-01-30 19:34:00,2019-01-30 19:43:00,00:08:44,0.145749,NA,"phi",2019-01-30
"2419","community",NA,2019-01-30 19:43:00,2019-01-30 19:47:00,00:04:39,0.0777406,NA,"psi",2019-01-30
"2420","phi",NA,2019-01-30 19:47:00,2019-01-30 19:48:00,00:00:14,0.0040974,NA,"phi",2019-01-30
"2421","community",NA,2019-01-30 19:48:00,2019-01-30 19:49:00,00:01:03,0.0175454,NA,"psi",2019-01-30
"2422","phi",NA,2019-01-30 19:52:00,2019-01-30 20:01:00,00:08:30,0.141714,NA,"phi",2019-01-30
"2423","community",NA,2019-01-30 20:01:00,2019-01-30 20:01:00,00:00:38,0.010775,NA,"psi",2019-01-30
